"1Cor" "1Thes" "1Tim" "2Cor" "2Thes" "2Tim" "Col" "Eph" "Gal" "Hbr" "Lao" "Phlm" "Phlp" "Rom" "Tit"
"nos" 0.366636113657195 1.13879003558719 0 1.09048723897912 0.797872340425532 0.170794192997438 0.341530054644809 0.604089219330855 0.562851782363977 0.217013888888889 0 0 0.0640614990390775 0.181050090525045 1.05580693815988
"secundum" 0.229147571035747 0 0.251414204902577 0.417633410672854 0.398936170212766 0.512382578992314 0.546448087431694 0.882899628252788 0.422138836772983 0.390625 0 0 0.384368994234465 0.618587809293905 1.05580693815988
"deus" 0.443018637335778 0.498220640569395 0.125707102451288 0.48723897911833 0.930851063829787 0.170794192997438 0.136612021857924 0.278810408921933 0.328330206378987 0.564236111111111 0.816326530612245 0 0.51249199231262 0.497887748943874 0.150829562594268
"christo" 0.213871066300031 0.355871886120996 0.43997485857951 0.324825986078886 0.398936170212766 0.768573868488471 0.614754098360656 0.975836431226766 0.656660412757974 0 2.04081632653061 1.24223602484472 0.896860986547085 0.316837658418829 0.150829562594268
"hoc" 0.488848151542927 0.142348754448399 0.43997485857951 0.440835266821346 0.132978723404255 0.341588385994876 0.204918032786885 0.464684014869888 0.140712945590994 0.217013888888889 0.408163265306122 0.31055900621118 0.640614990390775 0.392275196137598 0.301659125188537
"ejus" 0.213871066300031 0.213523131672598 0 0.278422273781903 0.265957446808511 0.597779675491033 0.751366120218579 1.06877323420074 0.187617260787992 0.477430555555556 0 0 0.320307495195388 0.392275196137598 0
"pro" 0.168041552092881 0.427046263345196 0.188560653676933 0.603248259860789 0.797872340425532 0 0.751366120218579 0.4182156133829 0.140712945590994 0.520833333333333 0 0.93167701863354 0.448430493273543 0.286662643331322 0.150829562594268
"quia" 0.25970058050718 0.427046263345196 0.628535512256442 0.301624129930394 0.132978723404255 0.341588385994876 0.136612021857924 0.185873605947955 0.562851782363977 0.282118055555556 0 0.31055900621118 0.76873798846893 0.482800241400121 0.150829562594268
"de" 0.473571646807211 0.711743772241993 0.125707102451288 0.324825986078886 0.531914893617021 0.256191289496157 0.273224043715847 0.139405204460967 0.469043151969981 0.5859375 0 0 0.384368994234465 0.12070006035003 0.452488687782805
"quoniam" 0.443018637335778 0.498220640569395 0 0.533642691415313 0.664893617021277 0 0.0683060109289618 0.325278810408922 0.469043151969981 0.217013888888889 0 0.31055900621118 0.320307495195388 0.271575135787568 0
"me" 0.183318056828598 0 0.251414204902577 0.649651972157773 0 1.11016225448335 0.204918032786885 0.139405204460967 0.469043151969981 0.0868055555555556 0.816326530612245 0.93167701863354 0.704676489429853 0.271575135787568 0.150829562594268
"ego" 0.473571646807211 0.142348754448399 0.125707102451288 0.464037122969838 0 0.170794192997438 0.136612021857924 0.185873605947955 0.469043151969981 0.173611111111111 0 1.24223602484472 0.384368994234465 0.286662643331322 0.150829562594268
"omnia" 0.626336694164375 0.142348754448399 0.188560653676933 0.139211136890951 0 0.085397096498719 0.956284153005464 0.557620817843866 0.0469043151969981 0.282118055555556 0 0 0.384368994234465 0.12070006035003 0.150829562594268
"propter" 0.25970058050718 0.355871886120996 0.0628535512256442 0.417633410672854 0 0.170794192997438 0.204918032786885 0.4182156133829 0.140712945590994 0.282118055555556 0 0.62111801242236 0.576553491351698 0.392275196137598 0
"omnes" 0.504124656278643 0.427046263345196 0.0628535512256442 0.162412993039443 0.132978723404255 0.512382578992314 0.273224043715847 0.325278810408922 0.234521575984991 0.217013888888889 0.408163265306122 0.31055900621118 0.320307495195388 0.271575135787568 0.301659125188537
"mihi" 0.351359608921479 0 0.0628535512256442 0.278422273781903 0 0.768573868488471 0.136612021857924 0.232342007434944 0.469043151969981 0.151909722222222 0.816326530612245 1.86335403726708 0.640614990390775 0.271575135787568 0.150829562594268
"omnibus" 0.25970058050718 0.569395017793594 0.377121307353866 0.417633410672854 0.531914893617021 0.341588385994876 0.136612021857924 0.464684014869888 0.140712945590994 0.151909722222222 0 0 0.51249199231262 0.165962582981291 0.904977375565611
"ergo" 0.229147571035747 0.0711743772241993 0.188560653676933 0.232018561484919 0 0.170794192997438 0.341530054644809 0.185873605947955 0.422138836772983 0.238715277777778 0.408163265306122 0.31055900621118 0.192184497117233 0.55823777911889 0
"domino" 0.244424075771463 0.355871886120996 0.125707102451288 0.139211136890951 0.531914893617021 0.341588385994876 0.546448087431694 0.697026022304833 0.0938086303939962 0 0.408163265306122 1.5527950310559 0.640614990390775 0.301750150875075 0
"fratres" 0.366636113657195 1.13879003558719 0.125707102451288 0.162412993039443 0.930851063829787 0.085397096498719 0.0683060109289618 0.0929368029739777 0.515947467166979 0.130208333333333 0 0 0.448430493273543 0.181050090525045 0
"estis" 0.458295142071494 0.782918149466192 0 0.255220417633411 0 0 0.341530054644809 0.464684014869888 0.515947467166979 0.130208333333333 0.408163265306122 0 0 0.150875075437538 0
"nobis" 0.122212037885732 0.782918149466192 0.0628535512256442 0.626450116009281 0.265957446808511 0.256191289496157 0.273224043715847 0.278810408921933 0.0469043151969981 0.325520833333333 0 0 0 0.196137598068799 0.301659125188537
"quis" 0.443018637335778 0.142348754448399 0.377121307353866 0.348027842227378 0.398936170212766 0.085397096498719 0.136612021857924 0.0929368029739777 0.187617260787992 0.173611111111111 0 0 0.0640614990390775 0.271575135787568 0.150829562594268
"domini" 0.443018637335778 0.640569395017794 0.251414204902577 0.255220417633411 1.32978723404255 0.256191289496157 0.204918032786885 0.278810408921933 0.187617260787992 0.0217013888888889 0.408163265306122 0.31055900621118 0.128122998078155 0.105612552806276 0
"neque" 0.412465627864345 0.569395017793594 0.377121307353866 0.0232018561484919 0.664893617021277 0.085397096498719 0.136612021857924 0 0.703564727954972 0.130208333333333 0.816326530612245 0 0.128122998078155 0.24140012070006 0
"aut" 0.504124656278643 0.142348754448399 0.251414204902577 0.255220417633411 0.132978723404255 0 0.341530054644809 0.4182156133829 0.140712945590994 0.0651041666666667 0 0.31055900621118 0.0640614990390775 0.211225105612553 0.301659125188537
"nam" 0.366636113657195 0.142348754448399 0.188560653676933 0.464037122969838 0.265957446808511 0.170794192997438 0.0683060109289618 0 0.140712945590994 0.0651041666666667 0 0.31055900621118 0.0640614990390775 0.316837658418829 0
"quidem" 0.336083104185762 0.0711743772241993 0 0.139211136890951 0 0.341588385994876 0.0683060109289618 0.0464684014869888 0.0938086303939962 0.455729166666667 0 0 0.25624599615631 0.256487628243814 0
"sine" 0.274977085242896 0.427046263345196 0.188560653676933 0.0232018561484919 0 0.426985482493595 0 0.0929368029739777 0.140712945590994 0.325520833333333 0.408163265306122 0.31055900621118 0.448430493273543 0.211225105612553 0.301659125188537
"sum" 0.381912618392912 0 0.251414204902577 0.324825986078886 0 0.341588385994876 0.341530054644809 0.0464684014869888 0.234521575984991 0.0217013888888889 0 0 0.51249199231262 0.165962582981291 0
"fide" 0.0152765047357165 0.0711743772241993 0.628535512256442 0.0696055684454756 0.265957446808511 0.085397096498719 0.136612021857924 0.0464684014869888 0.469043151969981 0.455729166666667 0 0 0.128122998078155 0.24140012070006 0.452488687782805
"gratia" 0.137488542621448 0.142348754448399 0.251414204902577 0.139211136890951 0.398936170212766 0.256191289496157 0.273224043715847 0.371747211895911 0.140712945590994 0.0651041666666667 0.816326530612245 0.62111801242236 0.128122998078155 0.24140012070006 0.904977375565611
"sumus" 0.183318056828598 0.640569395017794 0 0.464037122969838 0 0.085397096498719 0 0.232342007434944 0.187617260787992 0.0868055555555556 0 0 0.128122998078155 0.24140012070006 0
"ita" 0.229147571035747 0.427046263345196 0 0.255220417633411 0.531914893617021 0.085397096498719 0.136612021857924 0.185873605947955 0.140712945590994 0.130208333333333 0.408163265306122 0.31055900621118 0.128122998078155 0.226312613156307 0
"christus" 0.274977085242896 0.0711743772241993 0.188560653676933 0.0928074245939675 0.132978723404255 0.085397096498719 0.273224043715847 0.278810408921933 0.422138836772983 0.108506944444444 0 0 0.25624599615631 0.211225105612553 0
"nunc" 0.183318056828598 0.142348754448399 0.0628535512256442 0.162412993039443 0.265957446808511 0.085397096498719 0.273224043715847 0.185873605947955 0.328330206378987 0.130208333333333 0.816326530612245 0.62111801242236 0.320307495195388 0.226312613156307 0
"omni" 0.0916590284142988 0.284697508896797 0.502828409805154 0.162412993039443 0.797872340425532 0.170794192997438 0.478142076502732 0.371747211895911 0.0469043151969981 0.108506944444444 0 0 0.448430493273543 0.105612552806276 0.301659125188537
"sive" 0.397189123128628 0.142348754448399 0 0.348027842227378 0.265957446808511 0 0.40983606557377 0.0929368029739777 0 0 0.816326530612245 0 0.384368994234465 0.135787567893784 0
"deum" 0.122212037885732 0.498220640569395 0.125707102451288 0.185614849187935 0.265957446808511 0 0.136612021857924 0.0464684014869888 0.281425891181989 0.217013888888889 0.408163265306122 0 0.0640614990390775 0.286662643331322 0.150829562594268
"quid" 0.320806599450046 0 0.125707102451288 0.116009280742459 0.132978723404255 0 0.0683060109289618 0.139405204460967 0.140712945590994 0.0868055555555556 0 0 0.192184497117233 0.377187688593844 0
"quam" 0.137488542621448 0.142348754448399 0.314267756128221 0.139211136890951 0.132978723404255 0.426985482493595 0.204918032786885 0.139405204460967 0.234521575984991 0.325520833333333 0 0.31055900621118 0 0.150875075437538 0.301659125188537
"ne" 0.152765047357165 0.284697508896797 0.251414204902577 0.348027842227378 0.398936170212766 0 0.136612021857924 0.0929368029739777 0.234521575984991 0.260416666666667 0 0.31055900621118 0.0640614990390775 0.0905250452625226 0
"sit" 0.25970058050718 0.0711743772241993 0.0628535512256442 0.162412993039443 0.265957446808511 0.085397096498719 0.136612021857924 0.371747211895911 0.234521575984991 0.151909722222222 0 0 0.128122998078155 0.135787567893784 0.301659125188537
"dominus" 0.244424075771463 0.284697508896797 0.0628535512256442 0.116009280742459 0.664893617021277 0.85397096498719 0.0683060109289618 0.0929368029739777 0.0469043151969981 0.217013888888889 0 0 0.128122998078155 0.0905250452625226 0
"esse" 0.198594561564314 0.0711743772241993 0.314267756128221 0.162412993039443 0 0.170794192997438 0.0683060109289618 0.0464684014869888 0.328330206378987 0.151909722222222 0 0 0.320307495195388 0.135787567893784 0.754147812971342
"nostri" 0.198594561564314 0.498220640569395 0.251414204902577 0.139211136890951 0.930851063829787 0.170794192997438 0.0683060109289618 0.185873605947955 0.140712945590994 0 0 0.31055900621118 0.0640614990390775 0.105612552806276 0.904977375565611
"spiritus" 0.229147571035747 0.142348754448399 0.0628535512256442 0.208816705336427 0.132978723404255 0 0 0.185873605947955 0.187617260787992 0.173611111111111 0 0 0.128122998078155 0.226312613156307 0.150829562594268
"ab" 0.152765047357165 0.284697508896797 0.0628535512256442 0.162412993039443 0.398936170212766 0.341588385994876 0.136612021857924 0.0929368029739777 0.281425891181989 0.260416666666667 0.408163265306122 0 0.128122998078155 0.0754375377187689 0.150829562594268
"spiritu" 0.229147571035747 0.0711743772241993 0.0628535512256442 0.116009280742459 0.132978723404255 0.085397096498719 0.136612021857924 0.325278810408922 0.469043151969981 0.0217013888888889 0.816326530612245 0.31055900621118 0.192184497117233 0.135787567893784 0
"eorum" 0.106935533150015 0 0.0628535512256442 0.162412993039443 0 0.170794192997438 0 0.0464684014869888 0 0.347222222222222 0 0 0 0.347012673506337 0.150829562594268
"christum" 0.152765047357165 0.142348754448399 0 0.139211136890951 0 0.085397096498719 0.136612021857924 0.185873605947955 0.140712945590994 0.0434027777777778 0.408163265306122 0 0.384368994234465 0.24140012070006 0.150829562594268
"vestra" 0.168041552092881 0.284697508896797 0 0.208816705336427 0.531914893617021 0 0.273224043715847 0.0929368029739777 0.140712945590994 0.0651041666666667 0 0 0.384368994234465 0.12070006035003 0
"quo" 0.0458295142071494 0.0711743772241993 0.0628535512256442 0.0696055684454756 0.265957446808511 0.341588385994876 0.478142076502732 0.604089219330855 0 0.238715277777778 0 0 0.128122998078155 0.0905250452625226 0
"super" 0.122212037885732 0.0711743772241993 0 0.185614849187935 0.132978723404255 0 0.273224043715847 0.278810408921933 0.0938086303939962 0.1953125 0 0.31055900621118 0.192184497117233 0.12070006035003 0
"quem" 0.106935533150015 0.142348754448399 0.125707102451288 0.116009280742459 0.265957446808511 0.085397096498719 0.136612021857924 0.0464684014869888 0.0469043151969981 0.282118055555556 0 0.93167701863354 0.0640614990390775 0.12070006035003 0.150829562594268
"bonum" 0.0763825236785823 0.142348754448399 0.43997485857951 0.0928074245939675 0 0.341588385994876 0 0.0929368029739777 0.140712945590994 0.0217013888888889 0 0.31055900621118 0.0640614990390775 0.24140012070006 0.301659125188537
"eum" 0.0916590284142988 0 0 0.0696055684454756 0.132978723404255 0 0.136612021857924 0.0464684014869888 0.140712945590994 0.412326388888889 0 0 0.0640614990390775 0.150875075437538 0.150829562594268
"illis" 0.0611060189428659 0.0711743772241993 0.188560653676933 0.116009280742459 0.132978723404255 0.170794192997438 0.0683060109289618 0.139405204460967 0.0938086303939962 0.151909722222222 0 0 0.0640614990390775 0.226312613156307 0.301659125188537
"jesum" 0.0611060189428659 0.427046263345196 0 0.0928074245939675 0 0.085397096498719 0.0683060109289618 0.0929368029739777 0.0938086303939962 0.151909722222222 0.408163265306122 0 0.128122998078155 0.24140012070006 0.150829562594268
"magis" 0.137488542621448 0.142348754448399 0.125707102451288 0.162412993039443 0 0.085397096498719 0 0.139405204460967 0.0469043151969981 0.151909722222222 0 0.62111801242236 0.384368994234465 0.105612552806276 0
"dico" 0.198594561564314 0 0.0628535512256442 0.185614849187935 0 0.085397096498719 0.0683060109289618 0.0929368029739777 0.281425891181989 0 0 0.31055900621118 0.192184497117233 0.150875075437538 0
"etiam" 0.0458295142071494 0.213523131672598 0 0.208816705336427 0.132978723404255 0.085397096498719 0.136612021857924 0.139405204460967 0.0469043151969981 0.108506944444444 0 0 0.320307495195388 0.181050090525045 0.150829562594268
"fidem" 0.0152765047357165 0.213523131672598 0.377121307353866 0.0232018561484919 0 0.512382578992314 0.136612021857924 0.185873605947955 0.234521575984991 0.0868055555555556 0 0.31055900621118 0 0.150875075437538 0.452488687782805
"iis" 0.152765047357165 0 0.188560653676933 0.162412993039443 0.531914893617021 0.256191289496157 0.136612021857924 0.0464684014869888 0.140712945590994 0.108506944444444 0 0 0 0.12070006035003 0
"dicit" 0.0916590284142988 0 0.125707102451288 0.0696055684454756 0 0 0 0.0929368029739777 0.0938086303939962 0.238715277777778 0 0 0 0.286662643331322 0
"te" 0.0152765047357165 0 0.377121307353866 0.0464037122969838 0 0.597779675491033 0 0.0464684014869888 0.0469043151969981 0.151909722222222 0 1.86335403726708 0.0640614990390775 0.12070006035003 0.754147812971342
"omnis" 0.0916590284142988 0 0.0628535512256442 0 0 0.170794192997438 0.204918032786885 0.325278810408922 0.187617260787992 0.173611111111111 0 0.31055900621118 0.0640614990390775 0.165962582981291 0
"apud" 0.183318056828598 0.0711743772241993 0 0.232018561484919 0.531914893617021 0.085397096498719 0.136612021857924 0.0464684014869888 0.234521575984991 0 0.408163265306122 0 0.0640614990390775 0.0754375377187689 0
"lege" 0.168041552092881 0 0 0 0 0 0 0 0.422138836772983 0 0 0 0.128122998078155 0.316837658418829 0
"se" 0.122212037885732 0 0.188560653676933 0.116009280742459 0.132978723404255 0.256191289496157 0 0 0.234521575984991 0.1953125 0 0 0.128122998078155 0.0754375377187689 0.301659125188537
"sic" 0.305530094714329 0.142348754448399 0.0628535512256442 0.0696055684454756 0 0 0 0 0.187617260787992 0.0868055555555556 0 0 0.0640614990390775 0.12070006035003 0
"tamquam" 0.198594561564314 0.142348754448399 0 0.162412993039443 0.265957446808511 0 0.0683060109289618 0 0 0.260416666666667 0 0 0 0.0754375377187689 0
"ipse" 0.0763825236785823 0.213523131672598 0 0.139211136890951 0.265957446808511 0 0.204918032786885 0.232342007434944 0.0469043151969981 0.173611111111111 0 0 0.0640614990390775 0.105612552806276 0
"corpus" 0.366636113657195 0.0711743772241993 0 0.0464037122969838 0 0 0.136612021857924 0.139405204460967 0 0.0434027777777778 0 0 0.0640614990390775 0.0754375377187689 0
"nihil" 0.152765047357165 0 0.251414204902577 0.139211136890951 0.132978723404255 0.085397096498719 0 0 0.328330206378987 0.0651041666666667 0 0.31055900621118 0.128122998078155 0.0301750150875075 0.452488687782805
"qu" 0.611060189428659 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"illum" 0.122212037885732 0 0.0628535512256442 0.0696055684454756 0 0.085397096498719 0.204918032786885 0.0929368029739777 0.0469043151969981 0.0868055555555556 0 0.93167701863354 0.320307495195388 0.12070006035003 0
"nisi" 0.229147571035747 0 0.0628535512256442 0.0928074245939675 0.132978723404255 0.170794192997438 0 0.0464684014869888 0.187617260787992 0.0434027777777778 0 0 0.0640614990390775 0.12070006035003 0
"vero" 0.198594561564314 0.0711743772241993 0.0628535512256442 0.0464037122969838 0 0.256191289496157 0 0.0464684014869888 0.0469043151969981 0.108506944444444 0 0 0.0640614990390775 0.165962582981291 0
"ei" 0.122212037885732 0 0.125707102451288 0.0232018561484919 0 0.085397096498719 0.0683060109289618 0.0464684014869888 0.187617260787992 0.130208333333333 0 0 0 0.211225105612553 0
"eos" 0.0916590284142988 0.284697508896797 0.0628535512256442 0.0696055684454756 0 0.085397096498719 0.0683060109289618 0 0.0938086303939962 0.1953125 0 0 0.0640614990390775 0.12070006035003 0.301659125188537
"haec" 0 0.284697508896797 0.43997485857951 0.116009280742459 0.132978723404255 0.256191289496157 0.136612021857924 0.0929368029739777 0.234521575984991 0.0434027777777778 0 0 0.192184497117233 0.0301750150875075 0.301659125188537
"invicem" 0.0611060189428659 0.355871886120996 0 0.0232018561484919 0.132978723404255 0 0.136612021857924 0.232342007434944 0.281425891181989 0.0217013888888889 0 0 0.0640614990390775 0.165962582981291 0.150829562594268
"nostrum" 0.0611060189428659 0.569395017793594 0 0.139211136890951 0.265957446808511 0 0 0.0929368029739777 0 0.0434027777777778 0 0 0.0640614990390775 0.181050090525045 0.150829562594268
"fidei" 0 0.213523131672598 0.188560653676933 0.0696055684454756 0.132978723404255 0.085397096498719 0.0683060109289618 0.139405204460967 0.140712945590994 0.130208333333333 0 0.31055900621118 0.192184497117233 0.135787567893784 0
"ipsi" 0.0458295142071494 0.427046263345196 0 0.162412993039443 0.265957446808511 0.085397096498719 0 0.0464684014869888 0.0938086303939962 0.151909722222222 0 0 0 0.12070006035003 0
"nolite" 0.137488542621448 0.142348754448399 0 0.0232018561484919 0.265957446808511 0 0.204918032786885 0.371747211895911 0.0938086303939962 0.151909722222222 0 0 0 0.0452625226312613 0
"usque" 0.0916590284142988 0.0711743772241993 0.0628535512256442 0.139211136890951 0 0.085397096498719 0 0 0.0469043151969981 0.173611111111111 0 0 0.320307495195388 0.12070006035003 0
"filii" 0.0305530094714329 0.142348754448399 0 0.0696055684454756 0 0 0.136612021857924 0.232342007434944 0.375234521575985 0.0434027777777778 0 0 0.0640614990390775 0.165962582981291 0
"gloria" 0.0916590284142988 0.0711743772241993 0.125707102451288 0.185614849187935 0.132978723404255 0.170794192997438 0.0683060109289618 0.0929368029739777 0.0469043151969981 0.0651041666666667 0 0 0.25624599615631 0.0754375377187689 0
"hominibus" 0.106935533150015 0.213523131672598 0.0628535512256442 0.0696055684454756 0.132978723404255 0.085397096498719 0.136612021857924 0.139405204460967 0.187617260787992 0.0651041666666667 0.408163265306122 0 0.0640614990390775 0.0603500301750151 0.301659125188537
"jam" 0.0916590284142988 0 0.0628535512256442 0.0464037122969838 0.132978723404255 0.170794192997438 0 0.185873605947955 0.187617260787992 0.0868055555555556 0 0.31055900621118 0.128122998078155 0.135787567893784 0
"legem" 0 0 0 0 0 0 0 0.0464684014869888 0.234521575984991 0.173611111111111 0 0 0.0640614990390775 0.316837658418829 0
"scriptum" 0.137488542621448 0 0 0.0696055684454756 0 0 0 0 0.234521575984991 0.0217013888888889 0 0 0 0.271575135787568 0
"evangelium" 0.0916590284142988 0.355871886120996 0.0628535512256442 0.116009280742459 0.132978723404255 0.170794192997438 0 0.0929368029739777 0.234521575984991 0 0 0 0 0.12070006035003 0
"itaque" 0.168041552092881 0.142348754448399 0 0.0232018561484919 0.132978723404255 0.085397096498719 0 0.0929368029739777 0.140712945590994 0.0868055555555556 0 0 0.192184497117233 0.105612552806276 0
"omnem" 0.0458295142071494 0 0.0628535512256442 0.185614849187935 0.132978723404255 0 0.273224043715847 0.232342007434944 0 0.0434027777777778 0.408163265306122 0 0.128122998078155 0.105612552806276 0.150829562594268
"semper" 0.0305530094714329 0.427046263345196 0 0.139211136890951 0.398936170212766 0.085397096498719 0.204918032786885 0.0464684014869888 0.0469043151969981 0.0868055555555556 0 0.31055900621118 0.25624599615631 0.0301750150875075 0.150829562594268
"dominum" 0.106935533150015 0.355871886120996 0 0.0928074245939675 0 0.170794192997438 0.136612021857924 0.0464684014869888 0 0.0651041666666667 0 0 0.0640614990390775 0.135787567893784 0
"quibus" 0.0305530094714329 0 0.314267756128221 0.0464037122969838 0 0.170794192997438 0.136612021857924 0.0929368029739777 0.0938086303939962 0.1953125 0.408163265306122 0 0.0640614990390775 0.0905250452625226 0
"quomodo" 0.137488542621448 0.142348754448399 0.125707102451288 0.0464037122969838 0 0 0.0683060109289618 0.0464684014869888 0.140712945590994 0.0217013888888889 0 0 0.128122998078155 0.165962582981291 0
"sub" 0.106935533150015 0 0.188560653676933 0 0 0 0.0683060109289618 0.0464684014869888 0.469043151969981 0.0651041666666667 0 0 0 0.135787567893784 0
